ANO,LOCALIZAÇÃO,PRODUTO,PRODUÇÃO,REGIÃO
1997-04-01,MAR,GÁS NATURAL,"53883,0",SERGIPE
1997-04-01,TERRA,GÁS NATURAL,"5756,0",SERGIPE
1997-08-01,MAR,GÁS NATURAL,"55382,0",SERGIPE
1997-08-01,TERRA,GÁS NATURAL,"5449,0",SERGIPE
1997-12-01,MAR,GÁS NATURAL,"58647,0",SERGIPE
1997-12-01,TERRA,GÁS NATURAL,"6853,0",SERGIPE
1997-02-01,MAR,GÁS NATURAL,"56233,0",SERGIPE
1997-02-01,TERRA,GÁS NATURAL,"5122,0",SERGIPE
1997-01-01,MAR,GÁS NATURAL,"52113,0",SERGIPE
1997-01-01,TERRA,GÁS NATURAL,"6775,0",SERGIPE
1997-07-01,MAR,GÁS NATURAL,"60103,0",SERGIPE
1997-07-01,TERRA,GÁS NATURAL,"6210,0",SERGIPE
1997-06-01,MAR,GÁS NATURAL,"58893,0",SERGIPE
1997-06-01,TERRA,GÁS NATURAL,"6238,0",SERGIPE
1997-05-01,MAR,GÁS NATURAL,"53694,0",SERGIPE
1997-05-01,TERRA,GÁS NATURAL,"5709,0",SERGIPE
1997-03-01,MAR,GÁS NATURAL,"54736,0",SERGIPE
1997-03-01,TERRA,GÁS NATURAL,"5873,0",SERGIPE
1997-11-01,MAR,GÁS NATURAL,"52803,0",SERGIPE
1997-11-01,TERRA,GÁS NATURAL,"5359,0",SERGIPE
1997-10-01,MAR,GÁS NATURAL,"57270,0",SERGIPE
1997-10-01,TERRA,GÁS NATURAL,"5310,0",SERGIPE
1997-09-01,MAR,GÁS NATURAL,"57066,0",SERGIPE
1997-09-01,TERRA,GÁS NATURAL,"5344,0",SERGIPE
1998-04-01,MAR,GÁS NATURAL,"61945,0",SERGIPE
1998-04-01,TERRA,GÁS NATURAL,"5085,0",SERGIPE
1998-08-01,MAR,GÁS NATURAL,"57333,0",SERGIPE
1998-08-01,TERRA,GÁS NATURAL,"5340,0",SERGIPE
1998-12-01,MAR,GÁS NATURAL,"61359,0",SERGIPE
1998-12-01,TERRA,GÁS NATURAL,"5593,0",SERGIPE
1998-02-01,MAR,GÁS NATURAL,"56021,0",SERGIPE
1998-02-01,TERRA,GÁS NATURAL,"5063,0",SERGIPE
1998-01-01,MAR,GÁS NATURAL,"62680,0",SERGIPE
1998-01-01,TERRA,GÁS NATURAL,"6526,0",SERGIPE
1998-07-01,MAR,GÁS NATURAL,"59957,0",SERGIPE
1998-07-01,TERRA,GÁS NATURAL,"5233,0",SERGIPE
1998-06-01,MAR,GÁS NATURAL,"67484,0",SERGIPE
1998-06-01,TERRA,GÁS NATURAL,"5167,0",SERGIPE
1998-05-01,MAR,GÁS NATURAL,"63476,0",SERGIPE
1998-05-01,TERRA,GÁS NATURAL,"5220,0",SERGIPE
1998-03-01,MAR,GÁS NATURAL,"65150,0",SERGIPE
1998-03-01,TERRA,GÁS NATURAL,"5056,0",SERGIPE
1998-11-01,MAR,GÁS NATURAL,"63510,0",SERGIPE
1998-11-01,TERRA,GÁS NATURAL,"5322,0",SERGIPE
1998-10-01,MAR,GÁS NATURAL,"63480,0",SERGIPE
1998-10-01,TERRA,GÁS NATURAL,"5741,0",SERGIPE
1998-09-01,MAR,GÁS NATURAL,"59982,0",SERGIPE
1998-09-01,TERRA,GÁS NATURAL,"5350,0",SERGIPE
1999-04-01,MAR,GÁS NATURAL,"64790,0",SERGIPE
1999-04-01,TERRA,GÁS NATURAL,"4669,2803",SERGIPE
1999-08-01,MAR,GÁS NATURAL,"69177,0",SERGIPE
1999-08-01,TERRA,GÁS NATURAL,"5174,0272",SERGIPE
1999-12-01,MAR,GÁS NATURAL,"71585,0",SERGIPE
1999-12-01,TERRA,GÁS NATURAL,"4772,8925",SERGIPE
1999-02-01,MAR,GÁS NATURAL,"54493,9",SERGIPE
1999-02-01,TERRA,GÁS NATURAL,"4923,635",SERGIPE
1999-01-01,MAR,GÁS NATURAL,"65024,88",SERGIPE
1999-01-01,TERRA,GÁS NATURAL,"5713,33",SERGIPE
1999-07-01,MAR,GÁS NATURAL,"66356,0",SERGIPE
1999-07-01,TERRA,GÁS NATURAL,"4976,7369",SERGIPE
1999-06-01,MAR,GÁS NATURAL,"69871,0",SERGIPE
1999-06-01,TERRA,GÁS NATURAL,"4623,2819",SERGIPE
1999-05-01,MAR,GÁS NATURAL,"65348,0",SERGIPE
1999-05-01,TERRA,GÁS NATURAL,"4870,8159",SERGIPE
1999-03-01,MAR,GÁS NATURAL,"66119,51",SERGIPE
1999-03-01,TERRA,GÁS NATURAL,"5089,6204",SERGIPE
1999-11-01,MAR,GÁS NATURAL,"71313,0",SERGIPE
1999-11-01,TERRA,GÁS NATURAL,"4722,52",SERGIPE
1999-10-01,MAR,GÁS NATURAL,"74065,0",SERGIPE
1999-10-01,TERRA,GÁS NATURAL,"4441,621",SERGIPE
1999-09-01,MAR,GÁS NATURAL,"68212,0",SERGIPE
1999-09-01,TERRA,GÁS NATURAL,"5703,4493",SERGIPE
2000-04-01,MAR,GÁS NATURAL,"64916,969",SERGIPE
2000-04-01,TERRA,GÁS NATURAL,"5012,0033",SERGIPE
2000-08-01,MAR,GÁS NATURAL,"75782,958",SERGIPE
2000-08-01,TERRA,GÁS NATURAL,"4657,2265",SERGIPE
2000-12-01,MAR,GÁS NATURAL,"65847,855",SERGIPE
2000-12-01,TERRA,GÁS NATURAL,"4692,4049",SERGIPE
2000-02-01,MAR,GÁS NATURAL,"65669,469",SERGIPE
2000-02-01,TERRA,GÁS NATURAL,"4656,7501",SERGIPE
2000-01-01,MAR,GÁS NATURAL,"73438,746",SERGIPE
2000-01-01,TERRA,GÁS NATURAL,"4448,1724",SERGIPE
2000-07-01,MAR,GÁS NATURAL,"73016,556",SERGIPE
2000-07-01,TERRA,GÁS NATURAL,"5102,2895",SERGIPE
2000-06-01,MAR,GÁS NATURAL,"68471,623",SERGIPE
2000-06-01,TERRA,GÁS NATURAL,"5362,2948",SERGIPE
2000-05-01,MAR,GÁS NATURAL,"68218,231",SERGIPE
2000-05-01,TERRA,GÁS NATURAL,"5224,2452",SERGIPE
2000-03-01,MAR,GÁS NATURAL,"64070,379",SERGIPE
2000-03-01,TERRA,GÁS NATURAL,"5228,3978",SERGIPE
2000-11-01,MAR,GÁS NATURAL,"55113,15",SERGIPE
2000-11-01,TERRA,GÁS NATURAL,"4662,6288",SERGIPE
2000-10-01,MAR,GÁS NATURAL,"67276,324",SERGIPE
2000-10-01,TERRA,GÁS NATURAL,"4848,6393",SERGIPE
2000-09-01,MAR,GÁS NATURAL,"73156,375",SERGIPE
2000-09-01,TERRA,GÁS NATURAL,"4693,3733",SERGIPE
2001-04-01,MAR,GÁS NATURAL,"58806,0",SERGIPE
2001-04-01,TERRA,GÁS NATURAL,"4869,0",SERGIPE
2001-08-01,MAR,GÁS NATURAL,"64172,0",SERGIPE
2001-08-01,TERRA,GÁS NATURAL,"5178,0",SERGIPE
2001-12-01,MAR,GÁS NATURAL,"65237,0",SERGIPE
2001-12-01,TERRA,GÁS NATURAL,"5102,0",SERGIPE
2001-02-01,MAR,GÁS NATURAL,"60492,0",SERGIPE
2001-02-01,TERRA,GÁS NATURAL,"4165,0",SERGIPE
2001-01-01,MAR,GÁS NATURAL,"67984,0",SERGIPE
2001-01-01,TERRA,GÁS NATURAL,"4663,0",SERGIPE
2001-07-01,MAR,GÁS NATURAL,"64107,0",SERGIPE
2001-07-01,TERRA,GÁS NATURAL,"5038,0",SERGIPE
2001-06-01,MAR,GÁS NATURAL,"60946,0",SERGIPE
2001-06-01,TERRA,GÁS NATURAL,"5136,0",SERGIPE
2001-05-01,MAR,GÁS NATURAL,"64313,0",SERGIPE
2001-05-01,TERRA,GÁS NATURAL,"5172,0",SERGIPE
2001-03-01,MAR,GÁS NATURAL,"66268,0",SERGIPE
2001-03-01,TERRA,GÁS NATURAL,"4805,0",SERGIPE
2001-11-01,MAR,GÁS NATURAL,"64290,0",SERGIPE
2001-11-01,TERRA,GÁS NATURAL,"4932,0",SERGIPE
2001-10-01,MAR,GÁS NATURAL,"63245,0",SERGIPE
2001-10-01,TERRA,GÁS NATURAL,"5142,0",SERGIPE
2001-09-01,MAR,GÁS NATURAL,"52672,0",SERGIPE
2001-09-01,TERRA,GÁS NATURAL,"5128,0",SERGIPE
2002-04-01,MAR,GÁS NATURAL,"62535,0",SERGIPE
2002-04-01,TERRA,GÁS NATURAL,"4856,0",SERGIPE
2002-08-01,MAR,GÁS NATURAL,"60278,0",SERGIPE
2002-08-01,TERRA,GÁS NATURAL,"5053,0",SERGIPE
2002-12-01,MAR,GÁS NATURAL,"58960,0",SERGIPE
2002-12-01,TERRA,GÁS NATURAL,"5320,0",SERGIPE
2002-02-01,MAR,GÁS NATURAL,"59764,0",SERGIPE
2002-02-01,TERRA,GÁS NATURAL,"4382,0",SERGIPE
2002-01-01,MAR,GÁS NATURAL,"68077,0",SERGIPE
2002-01-01,TERRA,GÁS NATURAL,"5057,0",SERGIPE
2002-07-01,MAR,GÁS NATURAL,"63786,0",SERGIPE
2002-07-01,TERRA,GÁS NATURAL,"5083,0",SERGIPE
2002-06-01,MAR,GÁS NATURAL,"61818,0",SERGIPE
2002-06-01,TERRA,GÁS NATURAL,"4638,0",SERGIPE
2002-05-01,MAR,GÁS NATURAL,"63551,0",SERGIPE
2002-05-01,TERRA,GÁS NATURAL,"4936,0",SERGIPE
2002-03-01,MAR,GÁS NATURAL,"65480,0",SERGIPE
2002-03-01,TERRA,GÁS NATURAL,"4821,0",SERGIPE
2002-11-01,MAR,GÁS NATURAL,"61898,0",SERGIPE
2002-11-01,TERRA,GÁS NATURAL,"5126,0",SERGIPE
2002-10-01,MAR,GÁS NATURAL,"57865,0",SERGIPE
2002-10-01,TERRA,GÁS NATURAL,"5314,0",SERGIPE
2002-09-01,MAR,GÁS NATURAL,"57879,0",SERGIPE
2002-09-01,TERRA,GÁS NATURAL,"4970,0",SERGIPE
2003-04-01,MAR,GÁS NATURAL,"41695,0",SERGIPE
2003-04-01,TERRA,GÁS NATURAL,"5879,0",SERGIPE
2003-08-01,MAR,GÁS NATURAL,"58176,0",SERGIPE
2003-08-01,TERRA,GÁS NATURAL,"5182,0",SERGIPE
2003-12-01,MAR,GÁS NATURAL,"56159,444",SERGIPE
2003-12-01,TERRA,GÁS NATURAL,"5766,0",SERGIPE
2003-02-01,MAR,GÁS NATURAL,"48495,0",SERGIPE
2003-02-01,TERRA,GÁS NATURAL,"5081,0",SERGIPE
2003-01-01,MAR,GÁS NATURAL,"59851,0",SERGIPE
2003-01-01,TERRA,GÁS NATURAL,"5298,0",SERGIPE
2003-07-01,MAR,GÁS NATURAL,"58120,0",SERGIPE
2003-07-01,TERRA,GÁS NATURAL,"5823,0",SERGIPE
2003-06-01,MAR,GÁS NATURAL,"54926,0",SERGIPE
2003-06-01,TERRA,GÁS NATURAL,"5570,0",SERGIPE
2003-05-01,MAR,GÁS NATURAL,"55532,0",SERGIPE
2003-05-01,TERRA,GÁS NATURAL,"6037,0",SERGIPE
2003-03-01,MAR,GÁS NATURAL,"58398,0",SERGIPE
2003-03-01,TERRA,GÁS NATURAL,"5651,0",SERGIPE
2003-11-01,MAR,GÁS NATURAL,"57520,647",SERGIPE
2003-11-01,TERRA,GÁS NATURAL,"5486,0",SERGIPE
2003-10-01,MAR,GÁS NATURAL,"60115,133",SERGIPE
2003-10-01,TERRA,GÁS NATURAL,"5362,0",SERGIPE
2003-09-01,MAR,GÁS NATURAL,"57276,0",SERGIPE
2003-09-01,TERRA,GÁS NATURAL,"5114,0",SERGIPE
2004-04-01,MAR,GÁS NATURAL,"51876,0",SERGIPE
2004-04-01,TERRA,GÁS NATURAL,"6360,0",SERGIPE
2004-08-01,MAR,GÁS NATURAL,"51488,0",SERGIPE
2004-08-01,TERRA,GÁS NATURAL,"6849,0",SERGIPE
2004-12-01,MAR,GÁS NATURAL,"47962,606",SERGIPE
2004-12-01,TERRA,GÁS NATURAL,"6165,0",SERGIPE
2004-02-01,MAR,GÁS NATURAL,"49592,4",SERGIPE
2004-02-01,TERRA,GÁS NATURAL,"5995,0",SERGIPE
2004-01-01,MAR,GÁS NATURAL,"51020,0",SERGIPE
2004-01-01,TERRA,GÁS NATURAL,"6287,0",SERGIPE
2004-07-01,MAR,GÁS NATURAL,"45683,0",SERGIPE
2004-07-01,TERRA,GÁS NATURAL,"6603,0",SERGIPE
2004-06-01,MAR,GÁS NATURAL,"48522,0",SERGIPE
2004-06-01,TERRA,GÁS NATURAL,"6409,0",SERGIPE
2004-05-01,MAR,GÁS NATURAL,"52909,449",SERGIPE
2004-05-01,TERRA,GÁS NATURAL,"6608,0",SERGIPE
2004-03-01,MAR,GÁS NATURAL,"52406,0",SERGIPE
2004-03-01,TERRA,GÁS NATURAL,"6473,0",SERGIPE
2004-11-01,MAR,GÁS NATURAL,"51038,126",SERGIPE
2004-11-01,TERRA,GÁS NATURAL,"6124,0",SERGIPE
2004-10-01,MAR,GÁS NATURAL,"49587,177",SERGIPE
2004-10-01,TERRA,GÁS NATURAL,"6112,0",SERGIPE
2004-09-01,MAR,GÁS NATURAL,"49083,0",SERGIPE
2004-09-01,TERRA,GÁS NATURAL,"6273,0",SERGIPE
2005-04-01,MAR,GÁS NATURAL,"39249,19",SERGIPE
2005-04-01,TERRA,GÁS NATURAL,"6946,0",SERGIPE
2005-08-01,MAR,GÁS NATURAL,"49928,0",SERGIPE
2005-08-01,TERRA,GÁS NATURAL,"6417,0",SERGIPE
2005-12-01,MAR,GÁS NATURAL,"41337,0",SERGIPE
2005-12-01,TERRA,GÁS NATURAL,"7010,0",SERGIPE
2005-02-01,MAR,GÁS NATURAL,"39255,97",SERGIPE
2005-02-01,TERRA,GÁS NATURAL,"6053,0",SERGIPE
2005-01-01,MAR,GÁS NATURAL,"46249,023",SERGIPE
2005-01-01,TERRA,GÁS NATURAL,"6576,0",SERGIPE
2005-07-01,MAR,GÁS NATURAL,"50861,0",SERGIPE
2005-07-01,TERRA,GÁS NATURAL,"6356,0",SERGIPE
2005-06-01,MAR,GÁS NATURAL,"46203,0",SERGIPE
2005-06-01,TERRA,GÁS NATURAL,"6154,0",SERGIPE
2005-05-01,MAR,GÁS NATURAL,"39870,235",SERGIPE
2005-05-01,TERRA,GÁS NATURAL,"6886,0",SERGIPE
2005-03-01,MAR,GÁS NATURAL,"42077,768",SERGIPE
2005-03-01,TERRA,GÁS NATURAL,"6901,0",SERGIPE
2005-11-01,MAR,GÁS NATURAL,"43348,0",SERGIPE
2005-11-01,TERRA,GÁS NATURAL,"6484,0",SERGIPE
2005-10-01,MAR,GÁS NATURAL,"51135,0",SERGIPE
2005-10-01,TERRA,GÁS NATURAL,"6723,0",SERGIPE
2005-09-01,MAR,GÁS NATURAL,"49209,0",SERGIPE
2005-09-01,TERRA,GÁS NATURAL,"6514,0",SERGIPE
2006-04-01,MAR,GÁS NATURAL,"45691,0",SERGIPE
2006-04-01,TERRA,GÁS NATURAL,"6978,0",SERGIPE
2006-08-01,MAR,GÁS NATURAL,"44867,0",SERGIPE
2006-08-01,TERRA,GÁS NATURAL,"7450,0",SERGIPE
2006-12-01,MAR,GÁS NATURAL,"39079,0",SERGIPE
2006-12-01,TERRA,GÁS NATURAL,"7774,0",SERGIPE
2006-02-01,MAR,GÁS NATURAL,"40715,0",SERGIPE
2006-02-01,TERRA,GÁS NATURAL,"6515,0",SERGIPE
2006-01-01,MAR,GÁS NATURAL,"45275,387",SERGIPE
2006-01-01,TERRA,GÁS NATURAL,"7183,3154",SERGIPE
2006-07-01,MAR,GÁS NATURAL,"45685,0",SERGIPE
2006-07-01,TERRA,GÁS NATURAL,"7436,0",SERGIPE
2006-06-01,MAR,GÁS NATURAL,"46503,0",SERGIPE
2006-06-01,TERRA,GÁS NATURAL,"6631,0",SERGIPE
2006-05-01,MAR,GÁS NATURAL,"49037,0",SERGIPE
2006-05-01,TERRA,GÁS NATURAL,"7080,0",SERGIPE
2006-03-01,MAR,GÁS NATURAL,"48076,0",SERGIPE
2006-03-01,TERRA,GÁS NATURAL,"7133,0",SERGIPE
2006-11-01,MAR,GÁS NATURAL,"38250,0",SERGIPE
2006-11-01,TERRA,GÁS NATURAL,"6491,0",SERGIPE
2006-10-01,MAR,GÁS NATURAL,"40982,0",SERGIPE
2006-10-01,TERRA,GÁS NATURAL,"6907,0",SERGIPE
2006-09-01,MAR,GÁS NATURAL,"40996,0",SERGIPE
2006-09-01,TERRA,GÁS NATURAL,"6639,0",SERGIPE
2007-04-01,MAR,GÁS NATURAL,"32439,0",SERGIPE
2007-04-01,TERRA,GÁS NATURAL,"7571,32",SERGIPE
2007-08-01,MAR,GÁS NATURAL,"37963,0",SERGIPE
2007-08-01,TERRA,GÁS NATURAL,"7481,12",SERGIPE
2007-12-01,MAR,GÁS NATURAL,"47408,0",SERGIPE
2007-12-01,TERRA,GÁS NATURAL,"8057,05",SERGIPE
2007-02-01,MAR,GÁS NATURAL,"32778,0",SERGIPE
2007-02-01,TERRA,GÁS NATURAL,"7341,58",SERGIPE
2007-01-01,MAR,GÁS NATURAL,"37349,0",SERGIPE
2007-01-01,TERRA,GÁS NATURAL,"8026,0",SERGIPE
2007-07-01,MAR,GÁS NATURAL,"36488,0",SERGIPE
2007-07-01,TERRA,GÁS NATURAL,"7973,95",SERGIPE
2007-06-01,MAR,GÁS NATURAL,"31571,0",SERGIPE
2007-06-01,TERRA,GÁS NATURAL,"7626,31",SERGIPE
2007-05-01,MAR,GÁS NATURAL,"24960,0",SERGIPE
2007-05-01,TERRA,GÁS NATURAL,"8045,01",SERGIPE
2007-03-01,MAR,GÁS NATURAL,"36621,0",SERGIPE
2007-03-01,TERRA,GÁS NATURAL,"8078,59",SERGIPE
2007-11-01,MAR,GÁS NATURAL,"48460,0",SERGIPE
2007-11-01,TERRA,GÁS NATURAL,"7865,28",SERGIPE
2007-10-01,MAR,GÁS NATURAL,"49308,0",SERGIPE
2007-10-01,TERRA,GÁS NATURAL,"7726,95",SERGIPE
2007-09-01,MAR,GÁS NATURAL,"38525,0",SERGIPE
2007-09-01,TERRA,GÁS NATURAL,"7396,77",SERGIPE
2008-04-01,MAR,GÁS NATURAL,"49839,227",SERGIPE
2008-04-01,TERRA,GÁS NATURAL,"7760,78257",SERGIPE
2008-08-01,MAR,GÁS NATURAL,"76495,993",SERGIPE
2008-08-01,TERRA,GÁS NATURAL,"7868,13711",SERGIPE
2008-12-01,MAR,GÁS NATURAL,"78046,965",SERGIPE
2008-12-01,TERRA,GÁS NATURAL,"7344,46606",SERGIPE
2008-02-01,MAR,GÁS NATURAL,"46436,6775",SERGIPE
2008-02-01,TERRA,GÁS NATURAL,"7154,32",SERGIPE
2008-01-01,MAR,GÁS NATURAL,"49180,4817",SERGIPE
2008-01-01,TERRA,GÁS NATURAL,"7638,75",SERGIPE
2008-07-01,MAR,GÁS NATURAL,"75384,552",SERGIPE
2008-07-01,TERRA,GÁS NATURAL,"7334,77403",SERGIPE
2008-06-01,MAR,GÁS NATURAL,"59534,756",SERGIPE
2008-06-01,TERRA,GÁS NATURAL,"7817,36151",SERGIPE
2008-05-01,MAR,GÁS NATURAL,"49045,07",SERGIPE
2008-05-01,TERRA,GÁS NATURAL,"7855,05763",SERGIPE
2008-03-01,MAR,GÁS NATURAL,"48648,1945",SERGIPE
2008-03-01,TERRA,GÁS NATURAL,"7658,94",SERGIPE
2008-11-01,MAR,GÁS NATURAL,"82021,966",SERGIPE
2008-11-01,TERRA,GÁS NATURAL,"7227,86671",SERGIPE
2008-10-01,MAR,GÁS NATURAL,"79257,616",SERGIPE
2008-10-01,TERRA,GÁS NATURAL,"7947,9323",SERGIPE
2008-09-01,MAR,GÁS NATURAL,"72651,634",SERGIPE
2008-09-01,TERRA,GÁS NATURAL,"7627,90176",SERGIPE
2009-04-01,MAR,GÁS NATURAL,"62029,786",SERGIPE
2009-04-01,TERRA,GÁS NATURAL,"7734,13628",SERGIPE
2009-08-01,MAR,GÁS NATURAL,"72132,1415",SERGIPE
2009-08-01,TERRA,GÁS NATURAL,"8330,67951",SERGIPE
2009-12-01,MAR,GÁS NATURAL,"72860,3405",SERGIPE
2009-12-01,TERRA,GÁS NATURAL,"8345,3139",SERGIPE
2009-02-01,MAR,GÁS NATURAL,"69107,501",SERGIPE
2009-02-01,TERRA,GÁS NATURAL,"6611,63358",SERGIPE
2009-01-01,MAR,GÁS NATURAL,"76427,203",SERGIPE
2009-01-01,TERRA,GÁS NATURAL,"7513,76194",SERGIPE
2009-07-01,MAR,GÁS NATURAL,"78273,759",SERGIPE
2009-07-01,TERRA,GÁS NATURAL,"8077,72365",SERGIPE
2009-06-01,MAR,GÁS NATURAL,"73431,945",SERGIPE
2009-06-01,TERRA,GÁS NATURAL,"6987,7221",SERGIPE
2009-05-01,MAR,GÁS NATURAL,"72620,807",SERGIPE
2009-05-01,TERRA,GÁS NATURAL,"7493,77492",SERGIPE
2009-03-01,MAR,GÁS NATURAL,"76975,172",SERGIPE
2009-03-01,TERRA,GÁS NATURAL,"8231,48199",SERGIPE
2009-11-01,MAR,GÁS NATURAL,"70100,435",SERGIPE
2009-11-01,TERRA,GÁS NATURAL,"7394,077",SERGIPE
2009-10-01,MAR,GÁS NATURAL,"68999,665",SERGIPE
2009-10-01,TERRA,GÁS NATURAL,"7960,90573",SERGIPE
2009-09-01,MAR,GÁS NATURAL,"70650,87",SERGIPE
2009-09-01,TERRA,GÁS NATURAL,"7858,49815",SERGIPE
2010-04-01,MAR,GÁS NATURAL,"80763,72",SERGIPE
2010-04-01,TERRA,GÁS NATURAL,"8022,6144",SERGIPE
2010-08-01,MAR,GÁS NATURAL,"98550,313",SERGIPE
2010-08-01,TERRA,GÁS NATURAL,"7101,10625",SERGIPE
2010-12-01,MAR,GÁS NATURAL,"94308,46746",SERGIPE
2010-12-01,TERRA,GÁS NATURAL,"8125,42273",SERGIPE
2010-02-01,MAR,GÁS NATURAL,"66774,779",SERGIPE
2010-02-01,TERRA,GÁS NATURAL,"7440,9901",SERGIPE
2010-01-01,MAR,GÁS NATURAL,"77506,228",SERGIPE
2010-01-01,TERRA,GÁS NATURAL,"7867,62072",SERGIPE
2010-07-01,MAR,GÁS NATURAL,"85531,755",SERGIPE
2010-07-01,TERRA,GÁS NATURAL,"7833,4538",SERGIPE
2010-06-01,MAR,GÁS NATURAL,"89702,986",SERGIPE
2010-06-01,TERRA,GÁS NATURAL,"7507,91346",SERGIPE
2010-05-01,MAR,GÁS NATURAL,"89074,992",SERGIPE
2010-05-01,TERRA,GÁS NATURAL,"8207,13871",SERGIPE
2010-03-01,MAR,GÁS NATURAL,"73323,944",SERGIPE
2010-03-01,TERRA,GÁS NATURAL,"8314,46011",SERGIPE
2010-11-01,MAR,GÁS NATURAL,"57870,191",SERGIPE
2010-11-01,TERRA,GÁS NATURAL,"8079,09632",SERGIPE
2010-10-01,MAR,GÁS NATURAL,"98917,298",SERGIPE
2010-10-01,TERRA,GÁS NATURAL,"8274,31601",SERGIPE
2010-09-01,MAR,GÁS NATURAL,"94756,708",SERGIPE
2010-09-01,TERRA,GÁS NATURAL,"7885,13739",SERGIPE
2011-04-01,MAR,GÁS NATURAL,"86308,62444",SERGIPE
2011-04-01,TERRA,GÁS NATURAL,"8201,66075",SERGIPE
2011-08-01,MAR,GÁS NATURAL,"89704,1667",SERGIPE
2011-08-01,TERRA,GÁS NATURAL,"9100,37197",SERGIPE
2011-12-01,MAR,GÁS NATURAL,"81667,34697",SERGIPE
2011-12-01,TERRA,GÁS NATURAL,"8778,52923",SERGIPE
2011-02-01,MAR,GÁS NATURAL,"90350,68476",SERGIPE
2011-02-01,TERRA,GÁS NATURAL,"8255,21256",SERGIPE
2011-01-01,MAR,GÁS NATURAL,"96925,6867",SERGIPE
2011-01-01,TERRA,GÁS NATURAL,"8264,19416",SERGIPE
2011-07-01,MAR,GÁS NATURAL,"84161,53968",SERGIPE
2011-07-01,TERRA,GÁS NATURAL,"8086,38925",SERGIPE
2011-06-01,MAR,GÁS NATURAL,"86227,04864",SERGIPE
2011-06-01,TERRA,GÁS NATURAL,"7759,67079",SERGIPE
2011-05-01,MAR,GÁS NATURAL,"96755,42405",SERGIPE
2011-05-01,TERRA,GÁS NATURAL,"8339,14684",SERGIPE
2011-03-01,MAR,GÁS NATURAL,"83291,33253",SERGIPE
2011-03-01,TERRA,GÁS NATURAL,"9384,42823",SERGIPE
2011-11-01,MAR,GÁS NATURAL,"76121,94932",SERGIPE
2011-11-01,TERRA,GÁS NATURAL,"8427,70387",SERGIPE
2011-10-01,MAR,GÁS NATURAL,"66440,24829",SERGIPE
2011-10-01,TERRA,GÁS NATURAL,"8840,54908",SERGIPE
2011-09-01,MAR,GÁS NATURAL,"61287,14269",SERGIPE
2011-09-01,TERRA,GÁS NATURAL,"8508,81713",SERGIPE
2012-04-01,MAR,GÁS NATURAL,"72993,01579",SERGIPE
2012-04-01,TERRA,GÁS NATURAL,"8319,39117",SERGIPE
2012-08-01,MAR,GÁS NATURAL,"85839,83926",SERGIPE
2012-08-01,TERRA,GÁS NATURAL,"8846,66529",SERGIPE
2012-12-01,MAR,GÁS NATURAL,"80771,93749",SERGIPE
2012-12-01,TERRA,GÁS NATURAL,"8616,71185",SERGIPE
2012-02-01,MAR,GÁS NATURAL,"71237,40864",SERGIPE
2012-02-01,TERRA,GÁS NATURAL,"7667,71905",SERGIPE
2012-01-01,MAR,GÁS NATURAL,"84457,27193",SERGIPE
2012-01-01,TERRA,GÁS NATURAL,"8840,55632",SERGIPE
2012-07-01,MAR,GÁS NATURAL,"77566,61539",SERGIPE
2012-07-01,TERRA,GÁS NATURAL,"9095,97208",SERGIPE
2012-06-01,MAR,GÁS NATURAL,"80465,06832",SERGIPE
2012-06-01,TERRA,GÁS NATURAL,"8637,59208",SERGIPE
2012-05-01,MAR,GÁS NATURAL,"79013,28409",SERGIPE
2012-05-01,TERRA,GÁS NATURAL,"8693,04962",SERGIPE
2012-03-01,MAR,GÁS NATURAL,"85959,86217",SERGIPE
2012-03-01,TERRA,GÁS NATURAL,"8228,39781",SERGIPE
2012-11-01,MAR,GÁS NATURAL,"48129,72928",SERGIPE
2012-11-01,TERRA,GÁS NATURAL,"8659,77523",SERGIPE
2012-10-01,MAR,GÁS NATURAL,"83022,72724",SERGIPE
2012-10-01,TERRA,GÁS NATURAL,"8741,65033",SERGIPE
2012-09-01,MAR,GÁS NATURAL,"77576,35751",SERGIPE
2012-09-01,TERRA,GÁS NATURAL,"8468,26799",SERGIPE
2013-04-01,MAR,GÁS NATURAL,"75111,3907",SERGIPE
2013-04-01,TERRA,GÁS NATURAL,"7979,22658",SERGIPE
2013-08-01,MAR,GÁS NATURAL,"87072,09889",SERGIPE
2013-08-01,TERRA,GÁS NATURAL,"7195,32049",SERGIPE
2013-12-01,MAR,GÁS NATURAL,"85049,91134",SERGIPE
2013-12-01,TERRA,GÁS NATURAL,"7808,58151",SERGIPE
2013-02-01,MAR,GÁS NATURAL,"72065,02489",SERGIPE
2013-02-01,TERRA,GÁS NATURAL,"7912,70154",SERGIPE
2013-01-01,MAR,GÁS NATURAL,"84358,41697",SERGIPE
2013-01-01,TERRA,GÁS NATURAL,"8556,10734",SERGIPE
2013-07-01,MAR,GÁS NATURAL,"72056,51905",SERGIPE
2013-07-01,TERRA,GÁS NATURAL,"7640,07074",SERGIPE
2013-06-01,MAR,GÁS NATURAL,"76797,5234",SERGIPE
2013-06-01,TERRA,GÁS NATURAL,"7431,35513",SERGIPE
2013-05-01,MAR,GÁS NATURAL,"76368,92258",SERGIPE
2013-05-01,TERRA,GÁS NATURAL,"7478,22757",SERGIPE
2013-03-01,MAR,GÁS NATURAL,"77651,92071",SERGIPE
